nome_curso;modalidade_ensino;ingressantes_2009;ingressantes_2010;ingressantes_2011;ingressantes_2012;ingressantes_2013;ingressantes_2014;ingressantes_2015;ingressantes_2016;ingressantes_2017;ingressantes_2018;concluintes_2009;concluintes_2010;concluintes_2011;concluintes_2012;concluintes_2013;concluintes_2014;concluintes_2015;concluintes_2016;concluintes_2017;concluintes_2018
LETRAS - PORTUGUES-FRANCES E RESPECTIVAS LITERATURAS;Presencial;251.0;;;;;;;;;;69.0;;;;;;;;;
LETRAS - PORTUGUES-GREGO E RESPECTIVAS LITERATURAS;Presencial;17.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS - PORTUGUES-INGLES;Presencial;1076.0;;;;;;;;;;513.0;;;;;;;;;
LETRAS - PORTUGUES-INGLES E LITERATURAS CORRESPONDENTES;Presencial;9.0;;;;;;;;;;63.0;;;;;;;;;
LETRAS - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;3965.0;;;;;;;;;;2948.0;;;;;;;;;
LETRAS - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS - PETROPOLIS;Presencial;65.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS - PORTUGUES-INGLES E SUAS LITERATURAS;Presencial;18.0;;;;;;;;;;53.0;;;;;;;;;
LETRAS - PORTUGUES-INGLES RESPECTIVAS LITERATURAS;Presencial;15.0;;;;;;;;;;27.0;;;;;;;;;
LETRAS - PORTUGUES-ITALIANO E RESPECTIVAS LITERATURAS;Presencial;120.0;;;;;;;;;;29.0;;;;;;;;;
LETRAS - PORTUGUES-ITALIANO RESPECTIVAS LITERATURAS;Presencial;16.0;;;;;;;;;;9.0;;;;;;;;;
LETRAS - PORTUGUES-JAPONES E RESPECTIVAS LITERATURAS;Presencial;19.0;;;;;;;;;;13.0;;;;;;;;;
LETRAS - PORTUGUES-LATIM E RESPECTIVAS LITERATURAS;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS - PORTUGUES-LITERATURA;Presencial;81.0;;;;;;;;;;36.0;;;;;;;;;
LETRAS - PORTUGUES-LITERATURAS;Presencial;68.0;;;;;;;;;;10.0;;;;;;;;;
LETRAS - PORTUGUESA E INGLESA E RESPECTIVAS LITERATURAS;Presencial;103.0;;;;;;;;;;38.0;;;;;;;;;
LETRAS - PORTUGUESA E LINGUA INGLESA E RESPECTIVAS LITERATURAS;Presencial;43.0;;;;;;;;;;11.0;;;;;;;;;
LETRAS - PORTUGUESE INGLES E SUAS RESPECTIVAS LITERATURAS;Presencial;2.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS - PORTUGUESINGLES E RESPECTIVAS LITERATURAS;Presencial;3.0;;;;;;;;;;32.0;;;;;;;;;
LETRAS - PORTUGUESJAPONES E RESPECTIVAS LITERATURAS;Presencial;17.0;;;;;;;;;;1.0;;;;;;;;;
LETRAS - PORTUGUÊS;Presencial;;3886.0;4202.0;3612.0;3059.0;3364.0;3377.0;3365.0;3719.0;3988.0;;2349.0;2316.0;2152.0;1992.0;1837.0;1661.0;1714.0;1888.0;2214.0
LETRAS - PORTUGUÊS - ALEMÃO;Presencial;;6.0;7.0;;;;;;;;;12.0;12.0;;;;;;;
LETRAS - PORTUGUÊS - ESPANHOL;Presencial;;8.0;7.0;;;;;;;;;29.0;23.0;;;;;;;
LETRAS - PORTUGUÊS - FRANCÊS;Presencial;;8.0;7.0;;;;;;;;;11.0;18.0;;;;;;;
LETRAS - PORTUGUÊS - GREGO;Presencial;;18.0;2.0;;;;;;;;;3.0;3.0;;;;;;;
LETRAS - PORTUGUÊS - HEBRAICO;Presencial;;4.0;2.0;;;;;;;;;2.0;1.0;;;;;;;
LETRAS - PORTUGUÊS - INGLÊS;Presencial;;17.0;12.0;;;;;;;;;46.0;63.0;;;;;;;
LETRAS - PORTUGUÊS - ITALIANO;Presencial;;12.0;2.0;;;;;;;;;10.0;13.0;;;;;;;
LETRAS - PORTUGUÊS - JAPONÊS;Presencial;;1.0;5.0;;;;;;;;;2.0;6.0;;;;;;;
LETRAS - PORTUGUÊS - LATIM;Presencial;;15.0;8.0;;;;;;;;;10.0;28.0;;;;;;;
LETRAS - PORTUGUÊS - RUSSO;Presencial;;4.0;3.0;;;;;;;;;1.0;3.0;;;;;;;
LETRAS - PORTUGUÊS - ÁRABE;Presencial;;2.0;4.0;;;;;;;;;2.0;1.0;;;;;;;
LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA;Presencial;;;;;49.0;56.0;64.0;65.0;67.0;72.0;;;;;21.0;29.0;21.0;33.0;36.0;24.0
LETRAS - PORTUGUÊS E ALEMÃO;Presencial;;137.0;173.0;94.0;139.0;124.0;104.0;122.0;101.0;86.0;;18.0;38.0;32.0;48.0;30.0;29.0;26.0;20.0;35.0
LETRAS - PORTUGUÊS E ESPANHOL;Presencial;;1390.0;1397.0;1536.0;1582.0;1444.0;1246.0;1339.0;1361.0;1306.0;;904.0;593.0;795.0;668.0;612.0;564.0;606.0;569.0;549.0
LETRAS - PORTUGUÊS E ESPANHOL - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;Presencial;;;158.0;;;;;;;;;;43.0;;;;;;;
LETRAS - PORTUGUÊS E ESPANHOL - PORTUGUÊS - ESPANHOL;Presencial;;1.0;8.0;;;;;;;;;13.0;6.0;;;;;;;
LETRAS - PORTUGUÊS E FRANCÊS;Presencial;;401.0;373.0;366.0;376.0;501.0;490.0;480.0;396.0;427.0;;109.0;82.0;104.0;107.0;120.0;130.0;185.0;132.0;209.0
LETRAS - PORTUGUÊS E FRANCÊS - FRANCÊS - PORTUGUÊS;Presencial;;;57.0;;;;;;;;;;0.0;;;;;;;
LETRAS - PORTUGUÊS E GREGO;Presencial;;25.0;28.0;21.0;26.0;15.0;17.0;40.0;24.0;16.0;;3.0;14.0;7.0;15.0;3.0;5.0;13.0;4.0;8.0
LETRAS - PORTUGUÊS E HEBRAICO;Presencial;;;19.0;6.0;23.0;1.0;1.0;;;1.0;;;7.0;0.0;7.0;3.0;3.0;;;3.0
LETRAS - PORTUGUÊS E INGLÊS;Presencial;;5790.0;5571.0;6586.0;6224.0;6394.0;6026.0;6425.0;6549.0;5873.0;;3470.0;3152.0;2688.0;2603.0;2449.0;2781.0;2587.0;2663.0;2384.0
LETRAS - PORTUGUÊS E INGLÊS - LÍNGUA PORTUGUESA E LÍNGUA INGLESA;Presencial;;106.0;158.0;;;;;;;;;0.0;34.0;;;;;;;
LETRAS - PORTUGUÊS E INGLÊS - PORTUGUÊS, INGLÊS E RESPECTIVAS LITERATURAS;Presencial;;162.0;172.0;;;;;;;;;156.0;53.0;;;;;;;
LETRAS - PORTUGUÊS E INGLÊS E RESPECTIVAS LITERATURAS;Presencial;;235.0;133.0;167.0;190.0;173.0;228.0;139.0;140.0;129.0;;93.0;92.0;117.0;119.0;90.0;50.0;75.0;34.0;30.0
LETRAS - PORTUGUÊS E ITALIANO;Presencial;;43.0;75.0;36.0;105.0;44.0;43.0;61.0;38.0;29.0;;11.0;13.0;14.0;30.0;27.0;21.0;21.0;13.0;7.0
LETRAS - PORTUGUÊS E JAPONÊS;Presencial;;1.0;15.0;7.0;2.0;;1.0;2.0;;7.0;;0.0;0.0;1.0;0.0;;3.0;8.0;;2.0
LETRAS - PORTUGUÊS E LATIM;Presencial;;50.0;81.0;39.0;39.0;19.0;21.0;50.0;15.0;6.0;;17.0;20.0;37.0;18.0;14.0;6.0;25.0;11.0;15.0
LETRAS - PORTUGUÊS E LATIM (LICENCIATURA OU BACHARELADO) - PORTUGUÊS - LATIM;Presencial;;3.0;;;;;;;;;;6.0;;;;;;;;
LETRAS - PORTUGUÊS E LITERATURA;Presencial;;177.0;113.0;112.0;16.0;8.0;4.0;25.0;104.0;49.0;;104.0;67.0;72.0;7.0;13.0;20.0;4.0;22.0;7.0
LETRAS - PORTUGUÊS E LITERATURAS;Presencial;;;80.0;31.0;94.0;113.0;115.0;113.0;113.0;120.0;;;29.0;12.0;15.0;9.0;6.0;7.0;45.0;40.0
LETRAS - PORTUGUÊS E LITERATURAS DA LÍNGUA PORTUGUESA;Presencial;;;;;;;80.0;41.0;61.0;66.0;;;;;;;23.0;36.0;33.0;33.0
LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA;Presencial;;137.0;274.0;159.0;217.0;111.0;114.0;16.0;74.0;147.0;;68.0;103.0;52.0;150.0;142.0;115.0;100.0;118.0;115.0
LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA;Presencial;;34.0;23.0;;;;;;;;;35.0;22.0;;;;;;;
LETRAS - PORTUGUÊS E RUSSO;Presencial;;;7.0;1.0;3.0;1.0;;;;1.0;;;0.0;0.0;1.0;2.0;;;;4.0
LETRAS - PORTUGUÊS E ÁRABE;Presencial;;1.0;16.0;1.0;4.0;2.0;3.0;1.0;;2.0;;6.0;0.0;0.0;0.0;2.0;3.0;1.0;;2.0
LETRAS - PORTUGUÊS, ESPANHOL E RESPECTIVAS LITERATURAS;Presencial;;;5.0;;;;;;;;;;0.0;;;;;;;
LETRAS - PORTUGUÊS, INGLÊS E RESPECTIVAS LITERATURAS;Presencial;;304.0;231.0;;;;;;;;;86.0;98.0;;;;;;;
LETRAS - POTRUGUES-INGLES;Presencial;28.0;;;;;;;;;;23.0;;;;;;;;;
LETRAS - POTUGUES - ITALIANO - LICENCIATURA;Presencial;8.0;;;;;;;;;;10.0;;;;;;;;;
LETRAS - PRODUCAO TEXTUAL;Presencial;9.0;;;;;;;;;;13.0;;;;;;;;;
LETRAS - REDAÇÃO E REVISÃO DE TEXTOS;Presencial;;41.0;30.0;43.0;34.0;37.0;34.0;35.0;34.0;39.0;;0.0;0.0;6.0;11.0;7.0;9.0;5.0;10.0;7.0
LETRAS - RUSSO;Presencial;;;24.0;2.0;;;;;;34.0;;;8.0;11.0;;;;;;6.0
LETRAS - SECRETARIADO EXECUTIVO;Presencial;;50.0;44.0;;;;;;;;;26.0;33.0;;;;;;;
LETRAS - SECRETARIO EXECUTIVO EM INGLES;Presencial;48.0;;;;;;;;;;23.0;;;;;;;;;
LETRAS - TRADUCAO;Presencial;8.0;;;;;;;;;;15.0;;;;;;;;;
LETRAS - TRADUCAO PORTUGES-FRANCES;Presencial;9.0;;;;;;;;;;24.0;;;;;;;;;
LETRAS - TRADUCAO PORTUGUES-INGLES;Presencial;24.0;;;;;;;;;;24.0;;;;;;;;;
LETRAS - TRADUTOR;Presencial;42.0;42.0;41.0;41.0;44.0;49.0;52.0;53.0;5.0;42.0;3.0;13.0;17.0;17.0;14.0;18.0;24.0;25.0;30.0;30.0
LETRAS - TRADUTOR E INTERPRETE;Presencial;180.0;;;;;;;;;;17.0;;;;;;;;;
LETRAS - TRADUTOR E INTERPRETE EM INGLES;Presencial;23.0;;;;;;;;;;48.0;;;;;;;;;
LETRAS - TRADUTOR E INTERPRETE ESPANHOL;Presencial;12.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS - TRADUTOR E INTERPRETE PORTUGUES-INGLES;Presencial;61.0;;;;;;;;;;95.0;;;;;;;;;
LETRAS - TRADUTOR E INTÉRPRETE;Presencial;;54.0;113.0;80.0;95.0;98.0;70.0;76.0;32.0;158.0;;35.0;84.0;45.0;25.0;32.0;36.0;52.0;35.0;39.0
LETRAS - TRADUTOR PORTUGUES-INGLES;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS - TRADUÇÃO;Presencial;;3.0;;;;;;;;;;4.0;;;;;;;;
LETRAS - TRADUÇÃO ESPANHOL;Presencial;;;;;;;58.0;68.0;67.0;63.0;;;;;;;21.0;27.0;24.0;22.0
LETRAS - TRADUÇÃO ESPANHOL - PORTUGUÊS;Presencial;;13.0;9.0;8.0;12.0;9.0;8.0;6.0;4.0;9.0;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
LETRAS - TRADUÇÃO FRANCÊS;Presencial;;;;;29.0;45.0;43.0;42.0;41.0;42.0;;;;;7.0;6.0;10.0;8.0;9.0;9.0
LETRAS - TRADUÇÃO INGLÊS;Presencial;;;;;51.0;63.0;66.0;62.0;57.0;59.0;;;;;17.0;29.0;22.0;16.0;23.0;28.0
LETRAS - TRADUÇÃO INGLÊS - PORTUGUÊS;Presencial;;15.0;9.0;13.0;14.0;12.0;18.0;14.0;7.0;22.0;;0.0;0.0;0.0;1.0;1.0;1.0;2.0;3.0;1.0
LETRAS - TRADUÇÃO INGLÊS E PORTUGUÊS;Presencial;;;;;69.0;49.0;68.0;40.0;27.0;28.0;;;;;2.0;3.0;29.0;30.0;29.0;37.0
LETRAS - TRADUÇÃO PORTUGUÊS E INGLÊS;Presencial;;;;;;10.0;10.0;13.0;9.0;7.0;;;;;;1.0;0.0;0.0;2.0;1.0
LETRAS - ÁRABE;Presencial;;;15.0;3.0;;;;;;20.0;;;1.0;6.0;;;;;;6.0
LETRAS -PORTUGUES;Presencial;63.0;;;;;;;;;;17.0;;;;;;;;;
LETRAS CAMPUS CAMPO GRANDE - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;6.0;;;;;;;;;;63.0;;;;;;;;;
LETRAS CAMPUS CAMPO GRANDE - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;48.0;;;;;;;;;;55.0;;;;;;;;;
LETRAS CAMPUS I REBOUCAS - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA CAMPUS REBOUCAS;Presencial;37.0;;;;;;;;;;54.0;;;;;;;;;
LETRAS CAMPUS I REBOUCAS - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;84.0;;;;;;;;;;23.0;;;;;;;;;
LETRAS CAMPUS JACAREPAGUA - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;35.0;;;;;;;;;;37.0;;;;;;;;;
LETRAS CAMPUS MADUREIRA - PORTUGUES - ESPANHOL;Presencial;45.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS CAMPUS MADUREIRA - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;76.0;;;;;;;;;;134.0;;;;;;;;;
LETRAS CAMPUS NOVA FRIBURGO - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;33.0;;;;;;;;;;36.0;;;;;;;;;
LETRAS CAMPUS PETROPOLIS - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;30.0;;;;;;;;;;25.0;;;;;;;;;
LETRAS CAMPUS POMPEIA - PORTUGUES-INGLES CAMPUS POMPEIA;Presencial;12.0;;;;;;;;;;18.0;;;;;;;;;
LETRAS CAMPUS QUEIMADOS - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;13.0;;;;;;;;;;30.0;;;;;;;;;
LETRAS CAMPUS QUEIMADOS - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;12.0;;;;;;;;;;13.0;;;;;;;;;
LETRAS CAMPUS RECREIO - PORTUGUES-INGLES;Presencial;56.0;;;;;;;;;;59.0;;;;;;;;;
LETRAS CAMPUS SAO GONCALO - PORTUGUES-LITERATURA;Presencial;23.0;;;;;;;;;;47.0;;;;;;;;;
LETRAS CAMPUS SAO JOAO DE MERITI - PORTUGUES-LITERATURA;Presencial;32.0;;;;;;;;;;58.0;;;;;;;;;
LETRAS CAMPUS XI MILLOR FERNANDES - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;41.0;;;;;;;;;;59.0;;;;;;;;;
LETRAS CAMPUS XI MILLOR FERNANDES - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;35.0;;;;;;;;;;27.0;;;;;;;;;
LETRAS CECEN - LINGUA PORTUGUESA LINGUA ESPANHOLA E RESPECTIVAS LITERATURAS;Presencial;35.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS CECEN - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;2.0;;;;;;;;;;6.0;;;;;;;;;
LETRAS CESA - LICENCIATURA HABILITACAO EM LINGUA PORTUGUESA E LITERATURAS DE LINGUA PORTUGUESA;Presencial;33.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS CESB - LNGUA PORTUGUESA LINGUA ESPANHOLA E RESPECTIVAS LITERATURAS;Presencial;32.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS CESBA - PORTUGUESINGLES E RESPECTIVAS LITERATURAS;Presencial;29.0;;;;;;;;;;27.0;;;;;;;;;
LETRAS CESC - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;29.0;;;;;;;;;;18.0;;;;;;;;;
LETRAS CESI - LINGUA E LITERATURA PORTUGUESA;Presencial;39.0;;;;;;;;;;9.0;;;;;;;;;
LETRAS CESI - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;42.0;;;;;;;;;;29.0;;;;;;;;;
LETRAS CESSIN;Presencial;56.0;;;;;;;;;;12.0;;;;;;;;;
LETRAS CESSIN - PORTUGUES-INGLES E RESPECTIVAS LITERATURA;Presencial;4.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS COM ESPANHOL;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS COM FRANCES;Presencial;22.0;;;;;;;;;;11.0;;;;;;;;;
LETRAS COM HABILITAÇÃO EM PORTUGUÊS E LITERATURAS DA LÍNGUA PORTUGUESA;Presencial;;66.0;4.0;;;;;;;;;8.0;0.0;;;;;;;
LETRAS COM HABILITAÇÃO EM TRADUTOR;Presencial;;32.0;31.0;36.0;31.0;32.0;36.0;32.0;32.0;31.0;;30.0;30.0;31.0;26.0;24.0;30.0;36.0;25.0;54.0
LETRAS COM INGLES;Presencial;40.0;;;;;;;;;;9.0;;;;;;;;;
LETRAS COM PORTUGUÊS E ESPANHOL;Presencial;;40.0;130.0;103.0;50.0;107.0;56.0;92.0;53.0;58.0;;81.0;48.0;27.0;55.0;30.0;29.0;19.0;16.0;63.0
LETRAS CURRAIS NOVOS INGLES E PORTUGUES;Presencial;2.0;;;;;;;;;;3.0;;;;;;;;;
LETRAS CURRAIS NOVOS LINGUA ESPANHOLA;Presencial;43.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS CURRAIS NOVOS LINGUA PORTUGUESA E LITERATURAS;Presencial;29.0;;;;;;;;;;30.0;;;;;;;;;
LETRAS CURRAIS NOVOS LINGUA PORTUGUESA LINGUA INGLESA E LITERATURAS;Presencial;22.0;;;;;;;;;;5.0;;;;;;;;;
LETRAS ENFASE EM TRADUTOR E INTERPRETE - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;13.0;;;;;;;;;;71.0;;;;;;;;;
LETRAS ESPANHOL;Presencial;53.0;;;;;;;;;;45.0;;;;;;;;;
LETRAS ESPANHOL - LINGUA E LITERATURA ESPANHOLA HISPANO AMERICANA;Presencial;85.0;;;;;;;;;;34.0;;;;;;;;;
LETRAS ESPANHOL - PORTUGUES-ESPANHOL;Presencial;16.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS ESPANHOL E LITERATURAS DA LINGUA ESPANHOLA;Presencial;50.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS FRANCES E LITERATURA DA LINGUA FRANCESA;Presencial;50.0;;;;;;;;;;11.0;;;;;;;;;
LETRAS HAB EM LINGUA INGLESA SOURE;Presencial;29.0;;;;;;;;;;33.0;;;;;;;;;
LETRAS HABILITACAO EM PORTUGUES;Presencial;66.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS HABILITACAO PORTUGUES - ESPANHOL;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS HABILITACAO PORTUGUES - FRANCES;Presencial;38.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS HABILITACAO PORTUGUES - INGLES;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS HABILITACAO PORTUGUESINGLES;Presencial;22.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS IJ - LINGUA PORTUGUESA E RESPECTIVAS LITERATURAS;Presencial;46.0;;;;;;;;;;39.0;;;;;;;;;
LETRAS ILHA - PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;3.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS ILHA - PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;39.0;;;;;;;;;;29.0;;;;;;;;;
LETRAS INGLES;Presencial;266.0;;;;;;;;;;87.0;;;;;;;;;
LETRAS INGLES E LITERATURAS DA LINGUA INGLESA;Presencial;49.0;;;;;;;;;;12.0;;;;;;;;;
LETRAS INGLES E RESPECTIVAS LITERATURAS;Presencial;50.0;;;;;;;;;;5.0;;;;;;;;;
LETRAS INTERLAGOS - PORTUGUES E INGLES;Presencial;38.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS JAPONES;Presencial;50.0;;;;;;;;;;18.0;;;;;;;;;
LETRAS LIC HAB EM LIGUA INGLESA CAMETA;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA ESPANHOLA CASTANHAL;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA ESPANHOLA INTENSIVO ABAETETUBA;Presencial;33.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA INGLESA BRAGANCA;Presencial;61.0;;;;;;;;;;46.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA INGLESA INTENSIVO ALTAMIRA;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA PORTUGUESA ALTAMIRA;Presencial;30.0;;;;;;;;;;40.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA PORTUGUESA BRAGANCA;Presencial;31.0;;;;;;;;;;5.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA PORTUGUESA BREVES;Presencial;44.0;;;;;;;;;;79.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA PORTUGUESA INTENSIVO CAMETA;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA PORTUGUESA MARABA;Presencial;80.0;;;;;;;;;;232.0;;;;;;;;;
LETRAS LIC HAB EM LINGUA PORTUGUESA SANTAREM;Presencial;47.0;;;;;;;;;;51.0;;;;;;;;;
LETRAS LIC HAB LINGUA ALEMA;Presencial;23.0;;;;;;;;;;15.0;;;;;;;;;
LETRAS LIC HAB LINGUA ESPANHOLA NOTURNO;Presencial;23.0;;;;;;;;;;14.0;;;;;;;;;
LETRAS LIC HAB LINGUA FRANCESA;Presencial;30.0;;;;;;;;;;21.0;;;;;;;;;
LETRAS LIC HAB LINGUA INGLESA;Presencial;73.0;;;;;;;;;;86.0;;;;;;;;;
LETRAS LIC HAB LINGUA PORTUGUESA;Presencial;101.0;;;;;;;;;;159.0;;;;;;;;;
LETRAS LIC HAB LINGUA PORTUGUESA INTENSIVO CASTANHAL;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LICENCIATURA;Presencial;36.0;;;;;;;;;;125.0;;;;;;;;;
LETRAS LICENCIATURA - LINGUA PORTUGUESA E LITERATURAS DE LINGUA PORTUGUESA;Presencial;30.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LICENCIATURA CESCO;Presencial;2.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LICENCIATURA CESCO - LINGUA PORTUGUESA E LITERATURA DE LINGUA PORTUGUESA;Presencial;67.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LICENCIATURA CESPD - HABILITACAO EM LINGUA PORTUGUESA E LITERATURAS DE LINGUA PORTUGUESA;Presencial;24.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LICENCIATURA CESSJP;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LICENCIATURA CESSJP - LINGUA PORTUGUESA E LITERATURAS DE LINGUA PORTUGUESA;Presencial;70.0;;;;;;;;;;1.0;;;;;;;;;
LETRAS LICENCIATURA PLENA EM LINGUA PORTUGUESA;Presencial;41.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LINGUA BRASILEIRA DE SINAIS LIBRAS;Presencial;15.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LINGUA E LITERATURA PORTUGUESA E LINGUA E LITERATURA ESPANHOLA;Presencial;49.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LINGUA ESPANHOLA;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LINGUA PORTUGUESA;Presencial;64.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LINGUA PORTUGUESA E RESPECTIVAS LITERATURAS;Presencial;1.0;;;;;;;;;;21.0;;;;;;;;;
LETRAS LINGUA PORTUGUESA LINGUA INGLESA E LITERATURAS CORRESPONDENTES;Presencial;1.0;;;;;;;;;;4.0;;;;;;;;;
LETRAS LITERATURA - LINGUA PORTUGUESA E LITERATURAS BRASILEIRA E PORTUGUESA;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS LÍNGUA ESTRANGEIRA APLICADA;Presencial;;46.0;59.0;60.0;56.0;60.0;67.0;62.0;66.0;76.0;;0.0;0.0;0.0;3.0;9.0;8.0;14.0;22.0;10.0
LETRAS MODERNAS;Presencial;32.0;;;;;;;;;;1.0;;;;;;;;;
LETRAS MODERNAS - PORTUGUÊS/INGLÊS E RESPECTIVAS LITERATURAS;Presencial;;;;;;;27.0;28.0;25.0;25.0;;;;;;;5.0;3.0;2.0;12.0
LETRAS NATAL LINGUA ESPANHOLA E LITERATURAS;Presencial;37.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS NATAL LINGUA FRANCESA E LITERATURAS;Presencial;40.0;;;;;;;;;;7.0;;;;;;;;;
LETRAS NATAL LINGUA INGLESA E LITERATURAS;Presencial;19.0;;;;;;;;;;14.0;;;;;;;;;
LETRAS NATAL LINGUA PORTUGUESA E LITERATURAS;Presencial;81.0;;;;;;;;;;52.0;;;;;;;;;
LETRAS NOVA IGUACU - PORTUGUES-LITERATURA;Presencial;58.0;;;;;;;;;;95.0;;;;;;;;;
LETRAS PORTUGUES;Presencial;483.0;;;;;;;;;;270.0;;;;;;;;;
LETRAS PORTUGUES - ESPANHOL E RESPECTIVAS LITERATURAS;Presencial;45.0;;;;;;;;;;30.0;;;;;;;;;
LETRAS PORTUGUES - FRANCES E RESPECTIVAS LITERATURAS;Presencial;21.0;;;;;;;;;;9.0;;;;;;;;;
LETRAS PORTUGUES - INGLES E RESPECTIVAS LITERATURAS;Presencial;51.0;;;;;;;;;;50.0;;;;;;;;;
LETRAS PORTUGUES - LINGUA PORTUGUESA;Presencial;136.0;;;;;;;;;;111.0;;;;;;;;;
LETRAS PORTUGUES - PORTUGUES E LITERATURAS DA LINGUA PORTUGUESA;Presencial;122.0;;;;;;;;;;60.0;;;;;;;;;
LETRAS PORTUGUES E ESPANHOL E RESPECTIVAS LITERATURAS;Presencial;25.0;;;;;;;;;;7.0;;;;;;;;;
LETRAS PORTUGUES E INGLES E RESPECTIVAS LITERATURAS CAMPUS JACAREPAGUA;Presencial;37.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS PORTUGUES E LITERATURAS DA LINGUA PORTUESA;Presencial;46.0;;;;;;;;;;43.0;;;;;;;;;
LETRAS PORTUGUES E LITERATURAS DE LINGUA PORTUGUESA;Presencial;176.0;;;;;;;;;;59.0;;;;;;;;;
LETRAS PORTUGUES E RESPECTIVAS LITERATURAS;Presencial;54.0;;;;;;;;;;19.0;;;;;;;;;
LETRAS PORTUGUES E SUAS LITERATURAS;Presencial;5.0;;;;;;;;;;3.0;;;;;;;;;
